date,high_temp,low_temp,rain,pressure,wind_speed,humidity,cloudcover,avg_temp
2025-01-23,3.4,-5.5,0.0,1020.4666666666667,3.2458333333333336,58.625,5.833333333333333,-1.05
2025-01-24,4.7,-3.9,0.0,1026.5874999999999,3.5124999999999997,61.708333333333336,25.291666666666668,0.40000000000000013
2025-01-25,2.8,-4.5,1.0,1026.5208333333333,5.704166666666667,62.958333333333336,100.0,-0.8500000000000001
2025-01-26,0.2,-7.9,0.0,1019.5416666666666,17.6375,20.75,47.166666666666664,-3.85
2025-01-27,-2.6,-9.9,0.0,1020.4916666666667,12.720833333333333,20.625,2.7083333333333335,-6.25
2025-01-28,-0.3,-10.0,0.0,1020.7624999999999,6.7749999999999995,24.333333333333332,10.375,-5.15
2025-01-29,0.4,-9.2,0.0,1020.7333333333332,6.0375000000000005,28.125,26.125,-4.3999999999999995
2025-01-30,-4.4,-7.8,0.0,1022.3791666666666,3.7375000000000003,55.125,95.91666666666667,-6.1
2025-01-31,-0.2,-5.2,0.0,1023.0375,4.375,58.083333333333336,64.54166666666667,-2.7
2025-02-01,0.2,-5.4,0.0,1019.15,5.704166666666667,69.91666666666667,80.41666666666667,-2.6
2025-02-02,3.0,-5.0,0.0,1022.1374999999999,12.933333333333332,24.375,1.75,-1.0
2025-02-03,0.9,-7.6,0.0,1023.5416666666666,10.3125,21.166666666666668,4.375,-3.3499999999999996
2025-02-04,2.0,-8.1,0.0,1018.6458333333334,11.283333333333333,21.291666666666668,18.083333333333332,-3.05
2025-02-05,0.6,-7.7,0.0,1015.2666666666668,6.925,15.958333333333334,5.833333333333333,-3.5500000000000003
2025-02-06,0.8,-12.8,0.0,1023.7541666666666,16.3875,17.666666666666668,21.0,-6.0
2025-02-07,-4.8,-12.5,0.0,1032.425,10.370833333333334,17.666666666666668,0.0,-8.65
2025-02-08,-0.8,-11.6,0.0,1028.6083333333333,6.716666666666666,16.25,13.541666666666666,-6.2
2025-02-09,-0.2,-11.1,0.0,1020.6374999999999,5.129166666666666,19.25,11.916666666666666,-5.6499999999999995
2025-02-10,2.6,-9.3,0.0,1015.7416666666667,4.025,30.25,2.1666666666666665,-3.3500000000000005
2025-02-11,3.7,-6.2,0.0,1015.9916666666667,7.991666666666666,35.916666666666664,78.33333333333333,-1.25
2025-02-12,5.4,-3.0,0.0,1018.725,8.508333333333333,19.875,0.041666666666666664,1.2000000000000002
2025-02-13,8.3,-2.9,0.0,1014.0625,4.829166666666667,18.0,0.0,2.7
2025-02-14,9.7,-1.4,0.0,1009.2041666666668,5.191666666666666,19.083333333333332,38.166666666666664,4.1499999999999995
2025-02-15,12.8,0.1,0.0,1009.5291666666667,11.291666666666666,20.708333333333332,4.583333333333333,6.45
2025-02-16,7.7,-2.1,0.0,1021.9833333333332,13.604166666666666,18.541666666666668,3.4166666666666665,2.8
2025-02-17,4.1,-3.1,0.0,1024.8666666666666,5.770833333333333,18.625,5.791666666666667,0.4999999999999998
2025-02-18,5.3,-3.2,0.0,1026.2124999999999,7.216666666666668,18.75,11.166666666666666,1.0499999999999998
2025-02-19,4.6,-2.8,0.0,1027.7291666666667,6.320833333333333,19.375,40.208333333333336,0.8999999999999999
2025-02-20,4.6,-3.4,0.0,1028.8541666666667,5.954166666666667,19.958333333333332,9.0,0.5999999999999999
2025-02-21,2.1,-4.8,0.0,1030.625,5.583333333333333,26.083333333333332,28.916666666666668,-1.3499999999999999
2025-02-22,3.1,-5.3,0.0,1032.4791666666667,10.854166666666666,17.666666666666668,6.125,-1.0999999999999999
2025-02-23,4.0,-5.2,0.0,1031.0458333333333,6.495833333333334,18.833333333333332,0.0,-0.6000000000000001
2025-02-24,7.5,-4.5,0.0,1020.75,6.483333333333333,18.958333333333332,52.333333333333336,1.5
2025-02-25,9.1,-1.9,0.0,1019.2458333333334,9.4,17.0,0.0,3.5999999999999996
2025-02-26,9.8,-1.7,0.0,1012.6708333333332,4.5874999999999995,23.041666666666668,0.20833333333333334,4.050000000000001
2025-02-27,12.5,0.4,0.0,1007.5583333333334,4.133333333333334,34.0,0.0,6.45
2025-02-28,16.4,1.3,0.0,1008.0625,4.004166666666666,31.166666666666668,52.708333333333336,8.85
2025-03-01,16.7,3.2,2.4,1010.9708333333333,6.070833333333333,57.041666666666664,80.54166666666667,9.95
2025-03-02,9.1,-0.3,1.1,1021.6958333333333,5.991666666666667,31.666666666666668,98.04166666666667,4.3999999999999995
2025-03-03,7.5,0.4,0.0,1021.8416666666667,5.020833333333333,21.583333333333332,99.125,3.95
2025-03-04,8.8,-1.3,0.0,1017.1666666666666,6.504166666666666,32.333333333333336,13.5,3.7500000000000004
2025-03-05,11.4,-1.0,0.0,1023.7958333333332,5.55,40.083333333333336,18.083333333333332,5.2
2025-03-06,12.1,2.0,0.0,1024.625,7.558333333333334,26.5,71.04166666666667,7.05
2025-03-07,10.4,0.3,0.1,1016.8000000000001,3.8791666666666664,50.583333333333336,59.666666666666664,5.3500000000000005
2025-03-08,14.1,0.8,0.0,1017.4666666666667,5.916666666666667,52.166666666666664,0.0,7.45
2025-03-09,16.6,3.2,0.0,1014.5458333333332,10.829166666666666,50.375,8.458333333333334,9.9
2025-03-10,17.3,5.7,0.0,1009.5041666666666,4.55,55.875,25.041666666666668,11.5
2025-03-11,14.0,5.2,3.8,1008.1958333333333,6.154166666666666,51.916666666666664,44.583333333333336,9.6
2025-03-12,18.7,5.0,0.0,1012.475,8.875,17.208333333333332,35.625,11.85
